,Unnamed: 0,Species,Atlas,Tissue,Status,Platform,Seq-type,Year,Accession,Link,Datasets,DOI,DatasetsURL,share
82,83,Human,Adult,Thalamus,Healthy,Smart-seq v4,snRNA-seq,2021,GSE182211,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182211,human_mouse_macque_brain_Bakken_2021_SMARTer,10.7554/eLife.64875,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EdoIxeBsOS9NuRx9GrSQNwIBE3RWq0SEhPO1_xQ1pHXfPQ?e=WgsivS,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EdoIxeBsOS9NuRx9GrSQNwIBE3RWq0SEhPO1_xQ1pHXfPQ?e=WgsivS&Download=1
83,84,Human,Adult,Hippocampus,Healthy,Chromium,snRNA-seq,2021,GSE186538,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE186538,human_brain_hippocampus_Franjic_2021_10x,10.1016/j.neuron.2021.10.036,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EbHlfNXqb6ZBqw62l3wy0HABnQ2kKqU8RDLWSCAEtAA84Q?e=bguOfs,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EbHlfNXqb6ZBqw62l3wy0HABnQ2kKqU8RDLWSCAEtAA84Q?e=bguOfs&Download=1
84,85,Mouse,Mouse,Hippocampus,Development,Chromium,scRNA-seq,2018,GSE95315,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95315,mouse_brain_dentate_gyrus_Hochgerner_2018_10x_C1,10.1038/s41593-017-0056-2,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW&Download=1
85,86,Mouse,Mouse,Hippocampus,Development,Chromium,scRNA-seq,2018,GSE104323,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104323,mouse_brain_dentate_gyrus_Hochgerner_2018_10x_C1,10.1038/s41593-017-0056-2,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVAvCtisjwNHkVNdlfaMxKcBmzoMDGpLzrrOg9An0Q7rvg?e=EecGeW&Download=1
86,87,Human,Fetal,Midbrain,Development,STRT-seq,scRNA-seq,2016,GSE76381,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76381,human_mouse_brain_midbrain_LaManno_2016_STRT-seq,10.1016/j.cell.2016.09.027,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EbhtCoMt0MdPuURMY74bH2ABYb1HdHuFp44y_NF5ER8Ccw?e=AAK7QR,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EbhtCoMt0MdPuURMY74bH2ABYb1HdHuFp44y_NF5ER8Ccw?e=AAK7QR&Download=1
87,88,Mouse,Mouse,Cerebullum,Healthy,Chromium,scRNA-seq,2021,GSE165371,https://www.nature.com/articles/s41586-021-03220-z#data-availability,mouse_brain_Cerebullum_Kozareva_2021_10x,10.1038/s41586-021-03220-z,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EblmrmGreelEiVkZozxipbIB7gIHdte1QzHbwQXxqgxwrQ?e=U7qa2V,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EblmrmGreelEiVkZozxipbIB7gIHdte1QzHbwQXxqgxwrQ?e=U7qa2V&Download=1
88,89,Mouse,Mouse,Striatum,Healthy,Chromium,snRNA-seq,2020,GSE149897,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149897,mouse_brain_Striatum_Microglia_Badimon_2020_10x,10.1038/s41586-020-2777-8,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EdVGnDGXQjdHmVwB9PTRc-EBCrxaZonAdrzg9jHnxV38jw?e=zCTFFc,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EdVGnDGXQjdHmVwB9PTRc-EBCrxaZonAdrzg9jHnxV38jw?e=zCTFFc&Download=1
89,90,Mouse,Mouse,Cortex,Healthy,Chromium,scRNA-seq,2017,GSE93421,https://singlecell.broadinstitute.org/single_cell/data/public/SCP383,mouse_brain_cortex_Zheng_2017_10x,10.1038/ncomms14049,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQiK-330WhhHit6P8cLMxrUBeW4smuVbLcCtO-EkEdoDQA?e=HeXUDy,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQiK-330WhhHit6P8cLMxrUBeW4smuVbLcCtO-EkEdoDQA?e=HeXUDy&Download=1
90,91,Mouse,Mouse,Hippocampus,Healthy,Chromium,scRNA-seq,2017,GSE93421,https://singlecell.broadinstitute.org/single_cell/data/public/SCP383,mouse_brain_cortex_Zheng_2017_10x,10.1038/ncomms14049,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQiK-330WhhHit6P8cLMxrUBeW4smuVbLcCtO-EkEdoDQA?e=HeXUDy,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQiK-330WhhHit6P8cLMxrUBeW4smuVbLcCtO-EkEdoDQA?e=HeXUDy&Download=1
91,92,Mouse,Mouse,Subventricular zone,Healthy,Chromium,scRNA-seq,2017,GSE93421,https://singlecell.broadinstitute.org/single_cell/data/public/SCP383,mouse_brain_cortex_Zheng_2017_10x,10.1038/ncomms14049,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQiK-330WhhHit6P8cLMxrUBeW4smuVbLcCtO-EkEdoDQA?e=HeXUDy,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EQiK-330WhhHit6P8cLMxrUBeW4smuVbLcCtO-EkEdoDQA?e=HeXUDy&Download=1
92,93,Mouse,Mouse,CTX-HPF,Healthy,Chromium,scRNA-seq,2021,,https://portal.brain-map.org/atlases-and-data/rnaseq/mouse-whole-cortex-and-hippocampus-10x,mouse_brain_CTX-HPF_AllenBrain_2020_10x,10.1016/j.cell.2021.04.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYSUJtAwWqdLotxVCdVJrrABLQlfLmt90x2cQM3LqFPR3w?e=hLodNJ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EYSUJtAwWqdLotxVCdVJrrABLQlfLmt90x2cQM3LqFPR3w?e=hLodNJ&Download=1
93,94,Mouse,Mouse,Frontal cortex,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
94,95,Mouse,Mouse,Hippocampus,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
95,96,Mouse,Mouse,Thalamus,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
96,97,Mouse,Mouse,Poster cortex,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
97,98,Mouse,Mouse,Cerebellum,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
98,99,Mouse,Mouse,Striatum,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
99,100,Mouse,Mouse,Globus pallidus extermus,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
100,101,Mouse,Mouse,Entopeduncular nucleus,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
101,102,Mouse,Mouse,Substansia nigra,Healthy,Drop-seq,scRNA-seq,2018,GSE116470,http://dropviz.org/,mouse_brain_Saunders_2018_Drop-Seq,10.1016/j.cell.2018.07.028,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/Ed3N6gANluxJgnf0TfnoeLkByIaAUpepmpwkmcJSLeFteQ?e=7NzyPu&Download=1
102,103,Mouse,Mouse,Hypothalamus,Development,Chromium,scRNA-seq,2020,GSE132355,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE132355,mouse_brain_hypothalamus_Kim_2020_10x,10.1038/s41467-020-18231-z,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERQHpUQ2Jm9IrHzjslDt_Z4BaV5xzviJdBt-EOsi07siUw?e=1dXfEC,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ERQHpUQ2Jm9IrHzjslDt_Z4BaV5xzviJdBt-EOsi07siUw?e=1dXfEC&Download=1
103,104,Mouse,Mouse,Dorsal raphe nucleus,Rabies,InDrops,scRNA-seq,2020,GSE136455,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE136455,mouse_brain_dorsal_raphe_nucleus_Huang_2020_InDrops,10.3389/fncel.2020.00065,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeFO5PLVALtIieoHYuIk4vEBDx699W180vt5_g4mxLCfxA?e=sfoYVU,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeFO5PLVALtIieoHYuIk4vEBDx699W180vt5_g4mxLCfxA?e=sfoYVU&Download=1
104,105,Mouse,Mouse,Hippocampus,Development,Slide-seqV2,scRNA-seq,2020,SCP815,https://singlecell.broadinstitute.org/single_cell/study/SCP815,mouse_brain_Hippocampus_Stickels_2021_Slide_seqV2,10.1038/s41587-020-0739-1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUVw87Af0thCqj39FP1gNZsB1XCEyoarDRnRel8k9dPuVg?e=TMJwSQ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EUVw87Af0thCqj39FP1gNZsB1XCEyoarDRnRel8k9dPuVg?e=TMJwSQ&Download=1
105,106,Mouse,Mouse,Embryo,Development,Chromium,scRNA-seq,2021,PRJNA637987,http://mousebrain.org/development/downloads.html,mouse_brain_LaManno_2021_10x_HybISS,10.1038/s41586-021-03775-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ&Download=1
106,107,Mouse,Mouse,Hindbrain,Development,Chromium,scRNA-seq,2021,PRJNA637987,http://mousebrain.org/development/downloads.html,mouse_brain_LaManno_2021_10x_HybISS,10.1038/s41586-021-03775-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ&Download=1
107,108,Mouse,Mouse,Midbrain,Development,Chromium,scRNA-seq,2021,PRJNA637987,http://mousebrain.org/development/downloads.html,mouse_brain_LaManno_2021_10x_HybISS,10.1038/s41586-021-03775-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ&Download=1
108,109,Mouse,Mouse,Forebrain,Development,Chromium,scRNA-seq,2021,PRJNA637987,http://mousebrain.org/development/downloads.html,mouse_brain_LaManno_2021_10x_HybISS,10.1038/s41586-021-03775-x,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EcrSsksGAARGnJFS42nGM6cBzfyvWLq13kjKpBmzHnGMVQ?e=cN8IIJ&Download=1
109,110,Mouse,Mouse,Medial Prefrontal Cortex,Healthy,Chromium,snRNA-seq,2019,GSE135326,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE135326,mouse_brain_Chu_2019_10x,10.1038/s41586-019-1644-y,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVhHBNEiChNEqzMBgh2rbpEBLgH1wy_Ght90FVBbWH3xVQ?e=qxNdUk,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EVhHBNEiChNEqzMBgh2rbpEBLgH1wy_Ght90FVBbWH3xVQ?e=qxNdUk&Download=1
110,111,Mouse,Mouse,Hypothalamus,Healthy,Chromium,scRNA-seq,2019,10.17632/ypx3sw2f7c.1,https://prod-dcd-datasets-cache-zipfiles.s3.eu-west-1.amazonaws.com/ypx3sw2f7c-1.zip,mouse_brain_VMH_Kim_2019_10x_smart_seqFISH,10.1016/j.cell.2019.09.020,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeF6tMjRX0NEnmmQB7lAWf0BiMpqnlPxpZJB0YY5f6HH8A?e=ZflqLZ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeF6tMjRX0NEnmmQB7lAWf0BiMpqnlPxpZJB0YY5f6HH8A?e=ZflqLZ&Download=1
111,112,Mouse,Mouse,Hypothalamus,Healthy,SMARTer,scRNA-seq,2019,10.17632/ypx3sw2f7c.1,https://prod-dcd-datasets-cache-zipfiles.s3.eu-west-1.amazonaws.com/ypx3sw2f7c-1.zip,mouse_brain_VMH_Kim_2019_10x_smart_seqFISH,10.1016/j.cell.2019.09.020,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeF6tMjRX0NEnmmQB7lAWf0BiMpqnlPxpZJB0YY5f6HH8A?e=ZflqLZ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeF6tMjRX0NEnmmQB7lAWf0BiMpqnlPxpZJB0YY5f6HH8A?e=ZflqLZ&Download=1
112,113,Mouse,Mouse,Hypothalamus,Healthy,seqFISH,scRNA-seq,2019,10.17632/ypx3sw2f7c.1,https://prod-dcd-datasets-cache-zipfiles.s3.eu-west-1.amazonaws.com/ypx3sw2f7c-1.zip,mouse_brain_VMH_Kim_2019_10x_smart_seqFISH,10.1016/j.cell.2019.09.020,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeF6tMjRX0NEnmmQB7lAWf0BiMpqnlPxpZJB0YY5f6HH8A?e=ZflqLZ,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EeF6tMjRX0NEnmmQB7lAWf0BiMpqnlPxpZJB0YY5f6HH8A?e=ZflqLZ&Download=1
113,114,Mouse,Mouse,Embryos,Development,Microwell-seq,scRNA-seq,2022,GSE178217,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178217,mouse_brain_Brain_Fei_2022_Microwell,10.21203/rs.3.rs-1544600/v1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ER2tv3ED69FItBZ2PEO9SY0BqeKuB1gUDzdOLAoOjGa-zg?e=oMv4MI,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ER2tv3ED69FItBZ2PEO9SY0BqeKuB1gUDzdOLAoOjGa-zg?e=oMv4MI&Download=1
114,115,Mouse,Mouse,Whole brain,Development,Microwell-seq,scRNA-seq,2022,GSE176063,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176063,mouse_brain_Brain_Fei_2022_Microwell,10.21203/rs.3.rs-1544600/v1,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ER2tv3ED69FItBZ2PEO9SY0BqeKuB1gUDzdOLAoOjGa-zg?e=oMv4MI,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/ER2tv3ED69FItBZ2PEO9SY0BqeKuB1gUDzdOLAoOjGa-zg?e=oMv4MI&Download=1
115,116,Mouse,Mouse,Striatum,Huntington's disease,Chromium,snRNA-seq,2020,GSE141856,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE141856,mouse_brain_Striatum_Wertz_2020_10x,10.1016/j.neuron.2020.01.004,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaeX17s4ubhMtUWcYMQRPEgBOauH78tqrLnbXVYUJx2VhA?e=UN5XCh,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EaeX17s4ubhMtUWcYMQRPEgBOauH78tqrLnbXVYUJx2VhA?e=UN5XCh&Download=1
116,117,Mouse,Mouse,Amygdala,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
117,118,Mouse,Mouse,Cerebellum,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
118,119,Mouse,Mouse,Cortex,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
119,120,Mouse,Mouse,Dorsal root ganglion,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
120,121,Mouse,Mouse,Dorsal striatum,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
121,122,Mouse,Mouse,Hippocampal formation,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
122,123,Mouse,Mouse,Hypothalamus,Healthy,Chromium,scRNA-seq,2018,SRP135960,https://data.humancellatlas.org/explore/projects/2c041c26-f75a-495f-ab36-a076f89d422a/project-matrices,mouse_brain_source_Amit_2018,10.1016/j.cell.2018.06.021,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa,https://mail2sysueducn-my.sharepoint.com/:u:/g/personal/hziliang_mail2_sysu_edu_cn/EZfUetSBPNpKvsQhOYovlxwBNWs1coR0xNHI5Pq7K1ZsbA?e=iptbAa&Download=1
